Customer_ID,Order_Count,Total_Revenue,Total_Items,Segment
12442.0,1,172.06,182,One-Time
12443.0,1,485.31,182,One-Time
12444.0,6,9324.39,2199,Regular
12445.0,2,434.98,206,Occasional
12446.0,1,1002.3100000000001,351,One-Time
12447.0,1,476.49,190,One-Time
12448.0,1,449.45,243,One-Time
12449.0,6,4835.89,2282,Regular
12450.0,5,688.2,442,Regular
12451.0,9,12696.3,9370,Regular
12452.0,2,430.57000000000005,185,Occasional
12453.0,1,707.09,473,One-Time
12454.0,7,18154.84,8061,Regular
12455.0,12,7310.62,3527,VIP
12456.0,4,6748.6,2128,Regular
12457.0,9,4309.34,1551,Regular
12458.0,4,1777.49,986,Regular
12459.0,1,454.36,258,One-Time
12460.0,1,326.65,170,One-Time
12461.0,2,826.88,287,Occasional
12462.0,2,1189.59,536,Occasional
12463.0,4,1344.78,776,Regular
12464.0,8,1212.05,112,Regular
12465.0,2,742.19,479,Occasional
12466.0,1,56.73,1,One-Time
12467.0,1,132.8,129,One-Time
12468.0,6,3716.34,2205,Regular
12469.0,2,3070.54,2552,Occasional
12470.0,1,211.95,95,One-Time
12471.0,92,59579.86,21602,VIP
12472.0,19,16249.29,10378,VIP
12473.0,5,3928.05,2414,Regular
12474.0,35,13749.73,8189,VIP
12475.0,2,1149.64,771,Occasional
12476.0,25,15809.91,6104,VIP
12477.0,10,23513.31,6599,Regular
12478.0,1,680.99,236,One-Time
12479.0,1,527.2,385,One-Time
12480.0,7,5464.85,2952,Regular
12481.0,15,12185.51,7158,VIP
12482.0,31,27561.0,27478,VIP
12483.0,19,5097.18,2160,VIP
12484.0,12,6354.1,3266,VIP
12485.0,1,708.1,414,One-Time
12486.0,1,1037.28,523,One-Time
12487.0,1,285.3,174,One-Time
12488.0,3,1298.66,529,Occasional
12489.0,1,334.93,105,One-Time
12490.0,22,9853.15,5922,VIP
12491.0,1,460.40000000000003,260,One-Time
12492.0,3,715.21,444,Occasional
12493.0,2,433.74,207,Occasional
12494.0,11,3061.63,1154,VIP
12495.0,1,357.4,130,One-Time
12496.0,2,45.34,30,Occasional
12497.0,3,6248.5,5685,Occasional
12498.0,3,403.70000000000005,159,Occasional
12499.0,3,433.42,308,Occasional
12500.0,19,5955.21,3377,VIP
12501.0,1,2169.39,1783,One-Time
12502.0,5,3723.87,820,Regular
12503.0,1,1126.0,561,One-Time
12504.0,5,787.78,462,Regular
12505.0,1,955.2,324,One-Time
12506.0,1,73.5,23,One-Time
12507.0,4,1844.06,1256,Regular
12508.0,2,397.88,271,Occasional
12509.0,1,176.5,55,One-Time
12510.0,15,10629.79,3638,VIP
12511.0,1,3084.02,1753,One-Time
12512.0,2,132.18,96,Occasional
12513.0,1,612.29,462,One-Time
12514.0,3,1598.6,842,Occasional
12515.0,2,446.49,142,Occasional
12516.0,4,2648.62,1952,Regular
12517.0,5,2481.6,1361,Regular
12518.0,5,2056.89,1318,Regular
12519.0,2,716.54,387,Occasional
12520.0,7,5900.19,2240,Regular
12521.0,1,599.68,309,One-Time
12522.0,2,192.72,194,Occasional
12523.0,23,4352.35,2263,VIP
12524.0,20,14287.81,7593,VIP
12525.0,3,973.73,509,Occasional
12526.0,4,4045.89,999,Regular
12527.0,5,735.51,526,Regular
12528.0,8,7364.59,1673,Regular
12529.0,2,1861.14,569,Occasional
12530.0,9,3759.26,2713,Regular
12531.0,2,1933.2,1119,Occasional
12532.0,1,349.83000000000004,153,One-Time
12533.0,2,1367.89,704,Occasional
12534.0,1,1089.18,651,One-Time
12535.0,2,716.35,219,Occasional
12536.0,3,12601.830000000002,2803,Occasional
12537.0,1,732.94,449,One-Time
12538.0,2,640.45,336,Occasional
12539.0,11,15993.59,6356,VIP
12540.0,34,24011.59,11551,VIP
12541.0,4,1026.03,723,Regular
12542.0,2,481.88,522,Occasional
12543.0,1,980.25,688,One-Time
12544.0,1,372.7,136,One-Time
12545.0,2,1000.39,523,Occasional
12546.0,2,1161.5,633,Occasional
12547.0,3,383.58,309,Occasional
12548.0,1,95.19999999999999,49,One-Time
12549.0,6,1575.68,1366,Regular
12550.0,1,964.83,569,One-Time
12551.0,1,168.0,100,One-Time
12552.0,2,437.82,88,Occasional
12553.0,14,4632.55,2329,VIP
12554.0,1,468.5,240,One-Time
12555.0,1,129.23,1,One-Time
12556.0,2,599.56,355,Occasional
12557.0,8,18096.14,6382,Regular
12558.0,1,269.96,196,One-Time
12559.0,4,1516.96,413,Regular
12560.0,4,2135.66,1111,Regular
12561.0,1,238.85,177,One-Time
12562.0,9,4966.92,2327,Regular
12563.0,1,249.24,113,One-Time
12564.0,1,456.90000000000003,133,One-Time
12565.0,1,145.92000000000002,80,One-Time
12566.0,1,351.65,265,One-Time
12567.0,16,16930.52,6250,VIP
12568.0,1,70.0,48,One-Time
12569.0,35,9232.06,2990,VIP
12570.0,1,77.52,1,One-Time
12571.0,2,519.61,523,Occasional
12572.0,2,1020.4200000000001,452,Occasional
12573.0,6,2369.27,869,Regular
12574.0,1,218.45000000000002,61,One-Time
12575.0,2,622.82,315,Occasional
12576.0,8,2142.7200000000003,1494,Regular
12577.0,8,1617.1,1191,Regular
12578.0,5,4643.7,2381,Regular
12579.0,1,440.42,285,One-Time
12580.0,2,1052.9,569,Occasional
12581.0,1,197.71,161,One-Time
12582.0,4,1980.4,985,Regular
12583.0,27,13591.58,8535,VIP
12584.0,10,2348.1,421,Regular
12585.0,3,7302.16,3599,Occasional
12586.0,4,2062.67,687,Regular
12587.0,1,144.0,51,One-Time
12588.0,5,959.3299999999999,439,Regular
12589.0,9,9061.41,2687,Regular
12590.0,2,9864.26,4283,Occasional
12591.0,3,1338.95,653,Occasional
12592.0,6,2597.56,1877,Regular
12593.0,3,418.1,206,Occasional
12594.0,15,5090.110000000001,2768,VIP
12595.0,1,299.02,271,One-Time
12596.0,2,618.27,474,Occasional
12597.0,5,5093.6,2524,Regular
12598.0,11,4534.09,2906,VIP
12599.0,15,2805.88,2269,VIP
12600.0,23,6043.2300000000005,1614,VIP
12601.0,6,681.26,290,Regular
12602.0,1,153.12,162,One-Time
12603.0,1,739.1999999999999,63,One-Time
12604.0,2,254.18,201,Occasional
12605.0,4,1232.95,929,Regular
12606.0,1,21.0,1,One-Time
12607.0,6,1718.41,1307,Regular
12608.0,1,415.79,323,One-Time
12609.0,10,3640.35,1604,Regular
12610.0,5,2099.54,1049,Regular
12611.0,1,1193.32,846,One-Time
12612.0,1,704.04,262,One-Time
12613.0,12,9516.65,4835,VIP
12614.0,1,315.6,76,One-Time
12615.0,10,6825.38,3575,Regular
12616.0,3,1131.1,498,Occasional
12617.0,1,352.98,210,One-Time
12618.0,1,177.31,96,One-Time
12619.0,11,3802.83,3531,VIP
12620.0,3,1339.41,1181,Occasional
12621.0,38,26358.95,14324,VIP
12622.0,2,203.8,83,Occasional
12623.0,7,3747.84,1971,Regular
12624.0,2,641.13,355,Occasional
12625.0,4,5164.88,3309,Regular
12626.0,9,6620.4800000000005,3453,Regular
12627.0,7,4478.53,2752,Regular
12628.0,3,786.46,448,Occasional
12629.0,2,1558.22,722,Occasional
12630.0,2,1270.88,548,Occasional
12631.0,8,3766.23,1728,Regular
12632.0,2,804.88,694,Occasional
12633.0,8,5743.46,3252,Regular
12634.0,2,490.0,337,Occasional
12635.0,4,2930.41,1949,Regular
12636.0,1,141.0,1,One-Time
12637.0,19,16362.98,5875,VIP
12638.0,2,921.49,663,Occasional
12639.0,4,4170.16,1230,Regular
12640.0,3,1174.58,311,Occasional
12641.0,1,185.9,72,One-Time
12642.0,3,1013.26,552,Occasional
12643.0,12,8304.82,4665,VIP
12644.0,4,1918.49,1032,Regular
12645.0,8,3539.3,2125,Regular
12646.0,2,1346.97,897,Occasional
12647.0,37,16973.65,6639,VIP
12648.0,4,1112.0,518,Regular
12649.0,8,2294.65,1959,Regular
12650.0,1,314.44,254,One-Time
12651.0,4,377.75,265,Regular
12652.0,3,4733.2,1927,Occasional
12653.0,3,4160.83,1681,Occasional
12654.0,6,1326.72,379,Regular
12655.0,1,261.35,80,One-Time
12656.0,8,6407.83,2860,Regular
12657.0,4,1643.18,1044,Regular
12658.0,1,686.05,320,One-Time
12659.0,1,91.68,105,One-Time
12660.0,1,245.10000000000002,127,One-Time
12661.0,1,162.0,216,One-Time
12662.0,22,11867.45,4535,VIP
12663.0,2,239.4,181,Occasional
12664.0,12,6432.01,1671,VIP
12665.0,3,313.6,165,Occasional
12666.0,1,1248.42,370,One-Time
12667.0,1,620.13,395,One-Time
12668.0,10,11383.03,5049,Regular
12669.0,3,2744.0299999999997,1115,Occasional
12670.0,7,3760.29,1627,Regular
12671.0,1,2622.481,1460,One-Time
12672.0,3,474.25,141,Occasional
12673.0,3,1230.02,700,Occasional
12674.0,4,1970.6,1133,Regular
12675.0,3,1116.35,384,Occasional
12676.0,11,2843.09,1867,VIP
12677.0,2,395.1,176,Occasional
12678.0,27,38090.79,23220,VIP
12679.0,4,1113.02,554,Regular
12680.0,6,12316.439999999999,446,Regular
12681.0,49,31499.49,17498,VIP
12682.0,57,27697.82,11542,VIP
12683.0,23,11650.5,7025,VIP
12684.0,9,7280.06,3072,Regular
12685.0,6,2863.08,1523,Regular
12686.0,1,89.14,107,One-Time
12687.0,2,2138.91,1403,Occasional
12688.0,1,4873.81,3028,One-Time
12689.0,2,1247.6100000000001,628,Occasional
12690.0,1,389.01,106,One-Time
12691.0,10,11524.31,2592,Regular
12692.0,1,110.95,36,One-Time
12693.0,7,1703.02,536,Regular
12694.0,3,1843.35,1355,Occasional
12695.0,7,1407.1200000000001,454,Regular
12696.0,2,851.91,564,Occasional
12697.0,3,957.59,508,Occasional
12698.0,1,339.75,111,One-Time
12699.0,2,639.36,374,Occasional
12700.0,4,4939.99,2967,Regular
12701.0,6,2446.41,1727,Regular
12702.0,1,219.0,53,One-Time
12703.0,6,4217.18,1068,Regular
12704.0,8,2340.84,1006,Regular
12705.0,16,14190.17,7550,VIP
12707.0,1,603.42,256,One-Time
12708.0,20,5495.4800000000005,2641,VIP
12709.0,41,33451.96,14589,VIP
12710.0,3,1149.02,851,Occasional
12711.0,2,1339.05,770,Occasional
12712.0,22,10147.11,3140,VIP
12713.0,1,848.55,508,One-Time
12714.0,14,14103.380000000001,8805,VIP
12715.0,1,343.36,192,One-Time
12716.0,2,1053.49,708,Occasional
12717.0,3,1308.91,600,Occasional
12718.0,1,238.25,203,One-Time
12719.0,2,644.95,374,Occasional
12720.0,34,9130.66,6213,VIP
12721.0,9,4021.48,2657,Regular
12722.0,4,997.63,566,Regular
12723.0,6,2142.62,789,Regular
12724.0,9,2338.98,1400,Regular
12725.0,4,2266.76,1142,Regular
12726.0,12,4015.94,4619,VIP
12727.0,10,5679.53,2832,Regular
12728.0,5,1070.17,543,Regular
12729.0,1,453.01,233,One-Time
12730.0,1,829.25,234,One-Time
12731.0,17,25775.71,11641,VIP
12732.0,1,236.26000000000002,111,One-Time
12733.0,4,2424.87,896,Regular
12734.0,3,639.65,265,Occasional
12735.0,4,4138.02,1483,Regular
12736.0,1,234.0,173,One-Time
12737.0,2,3710.5,2,Occasional
12738.0,1,155.35,148,One-Time
12739.0,4,2726.73,951,Regular
12740.0,1,427.6,342,One-Time
12741.0,2,406.07,214,Occasional
12742.0,1,1201.52,1359,One-Time
12743.0,2,540.13,315,Occasional
12744.0,11,25317.06,6994,VIP
12745.0,3,925.41,468,Occasional
12746.0,1,254.55,97,One-Time
12747.0,27,8998.29,2724,VIP
12748.0,358,79430.81,41785,VIP
12749.0,9,6897.36,2360,Regular
12750.0,1,275.88,137,One-Time
12751.0,1,268.27,189,One-Time
12752.0,1,4366.78,2262,One-Time
12753.0,8,21645.61,11469,Regular
12754.0,3,3010.74,6481,Occasional
12755.0,12,5732.2,2368,VIP
12756.0,1,112.08,144,One-Time
12757.0,13,7834.650000000001,2395,VIP
12758.0,12,11796.22,6341,VIP
12759.0,9,6248.39,3440,Regular
12760.0,1,347.8,198,One-Time
12761.0,2,782.95,281,Occasional
12762.0,2,1898.52,1227,Occasional
12763.0,2,494.08,316,Occasional
12764.0,1,1693.88,386,One-Time
12765.0,6,1404.58,1009,Regular
12766.0,9,8918.99,5022,Regular
12767.0,1,949.82,598,One-Time
12768.0,1,168.69,102,One-Time
12769.0,1,1143.6,356,One-Time
12770.0,2,3246.45,1843,Occasional
12771.0,1,282.3,104,One-Time
12772.0,1,892.47,556,One-Time
12773.0,1,124.25,109,One-Time
12774.0,1,98.7,53,One-Time
12775.0,7,1686.1200000000001,1083,Regular
12776.0,1,55.5,46,One-Time
12777.0,1,519.45,458,One-Time
12778.0,9,1775.68,1735,Regular
12779.0,17,6822.26,3539,VIP
12780.0,1,337.4,285,One-Time
12781.0,2,826.74,671,Occasional
12782.0,11,4618.24,2017,VIP
12783.0,6,2225.91,624,Regular
12784.0,4,3021.06,1181,Regular
12785.0,3,1100.4,453,Occasional
12786.0,1,728.5000000000001,324,One-Time
12787.0,4,862.1800000000001,510,Regular
12788.0,4,444.90000000000003,194,Regular
12789.0,3,273.35,36,Occasional
12790.0,2,591.85,306,Occasional
12791.0,6,863.51,353,Regular
12792.0,2,827.01,394,Occasional
12793.0,4,911.93,493,Regular
12794.0,3,1144.71,849,Occasional
12795.0,1,430.48,68,One-Time
12796.0,1,381.0,182,One-Time
12797.0,2,552.08,215,Occasional
12798.0,4,8510.93,8455,Regular
12799.0,1,219.35,137,One-Time
12800.0,8,904.04,339,Regular
12801.0,1,1071.82,505,One-Time
12802.0,8,3735.25,2262,Regular
12803.0,1,1092.81,872,One-Time
12804.0,2,325.37,270,Occasional
12805.0,4,1434.95,593,Regular
12806.0,4,2878.96,2087,Regular
12807.0,1,330.35,145,One-Time
12808.0,5,776.7,322,Regular
12809.0,3,1755.94,518,Occasional
12810.0,3,539.94,390,Occasional
12811.0,5,1033.9,435,Regular
12812.0,1,229.64000000000001,164,One-Time
12813.0,3,1687.8,1141,Occasional
12814.0,2,1090.84,324,Occasional
12815.0,2,1063.46,379,Occasional
12816.0,2,572.2,128,Occasional
12817.0,3,690.98,219,Occasional
12818.0,1,1542.08,929,One-Time
12819.0,1,540.52,344,One-Time
12820.0,11,2689.52,1964,VIP
12821.0,2,220.8,162,Occasional
12822.0,2,948.88,550,Occasional
12823.0,18,6501.5,930,VIP
12824.0,1,397.12,232,One-Time
12825.0,2,518.63,139,Occasional
12826.0,13,8862.09,2681,VIP
12827.0,3,430.15,197,Occasional
12828.0,6,1018.71,494,Regular
12829.0,3,385.3,550,Occasional
12830.0,6,6814.64,9848,Regular
12831.0,3,451.11,303,Occasional
12832.0,2,383.03000000000003,195,Occasional
12833.0,1,417.38,156,One-Time
12834.0,1,312.38,110,One-Time
12835.0,44,10648.53,2838,VIP
12836.0,18,10224.55,3275,VIP
12837.0,2,662.66,194,Occasional
12838.0,12,2998.56,1611,VIP
12839.0,28,10150.87,6793,VIP
12840.0,7,4041.9700000000003,2258,Regular
12841.0,41,7283.28,5159,VIP
12842.0,4,1917.99,887,Regular
12843.0,36,11559.83,3898,VIP
12844.0,4,648.6,223,Regular
12845.0,4,354.09000000000003,204,Regular
12846.0,1,15.58,1,One-Time
12847.0,2,1609.0,1497,Occasional
12848.0,1,208.0,58,One-Time
12849.0,6,3042.4700000000003,1855,Regular
12850.0,1,330.0,200,One-Time
12851.0,2,280.76,157,Occasional
12852.0,1,311.55,149,One-Time
12853.0,13,3960.18,1689,VIP
12854.0,7,2970.9700000000003,1630,Regular
12855.0,4,612.84,240,Regular
12856.0,6,2170.78,1076,Regular
12857.0,13,4178.77,1503,VIP
12858.0,1,147.27,51,One-Time
12859.0,1,575.1,292,One-Time
12860.0,1,54.22,26,One-Time
12861.0,1,68.25,27,One-Time
12862.0,3,991.82,613,Occasional
12863.0,6,2792.55,895,Regular
12864.0,2,299.57,447,Occasional
12865.0,4,3323.4700000000003,1973,Regular
12866.0,6,2155.61,682,Regular
12867.0,17,15094.21,9371,VIP
12868.0,9,3432.35,1622,Regular
12869.0,1,337.66999999999996,144,One-Time
12870.0,3,1676.95,906,Occasional
12871.0,3,744.02,484,Occasional
12872.0,12,3283.96,1642,VIP
12873.0,3,2027.3,786,Occasional
12874.0,3,958.86,625,Occasional
12875.0,5,1356.9900000000002,5187,Regular
12876.0,4,4081.79,3047,Regular
12877.0,20,2942.14,2237,VIP
12878.0,2,854.99,547,Occasional
12879.0,3,573.22,370,Occasional
12880.0,2,640.13,279,Occasional
12881.0,1,298.0,21,One-Time
12882.0,2,1463.04,246,Occasional
12883.0,4,703.47,196,Regular
12884.0,1,309.05,43,One-Time
12885.0,3,1175.22,655,Occasional
12886.0,2,1378.4,770,Occasional
12887.0,1,222.4,100,One-Time
12888.0,6,6435.0199999999995,1676,Regular
12889.0,4,385.46000000000004,124,Regular
12890.0,2,706.02,457,Occasional
12891.0,11,840.5,2325,VIP
12892.0,1,263.38,140,One-Time
12893.0,1,176.55,90,One-Time
12894.0,1,157.35,33,One-Time
12895.0,2,372.8,210,Occasional
12897.0,6,2599.4,750,Regular
12898.0,2,296.21,235,Occasional
12899.0,1,366.4,108,One-Time
12900.0,1,340.33000000000004,139,One-Time
12901.0,32,19028.2,23446,VIP
12902.0,1,138.68,66,One-Time
12903.0,1,833.5300000000001,493,One-Time
12904.0,2,496.06,294,Occasional
12905.0,3,1021.32,534,Occasional
12906.0,5,2919.81,1749,Regular
12907.0,2,508.91,177,Occasional
12908.0,5,1776.0,3000,Regular
12909.0,8,3103.19,1948,Regular
12910.0,14,6021.1,3633,VIP
12911.0,1,1651.72,807,One-Time
12912.0,5,1662.3,670,Regular
12913.0,17,14528.74,4967,VIP
12914.0,1,223.98,336,One-Time
12915.0,4,975.1,411,Regular
12916.0,7,4479.73,1681,Regular
12917.0,7,6025.0,1414,Regular
12918.0,2,21907.0,2,Occasional
12919.0,6,1335.19,673,Regular
12920.0,4,486.64,420,Regular
12921.0,83,36782.88,21561,VIP
12922.0,1,405.38,370,One-Time
12923.0,3,770.42,230,Occasional
12924.0,12,2469.4,1423,VIP
12925.0,3,729.33,649,Occasional
12926.0,4,1523.97,754,Regular
12927.0,1,197.31,145,One-Time
12928.0,13,5446.67,3158,VIP
12929.0,2,248.43,113,Occasional
12930.0,2,415.8,252,Occasional
12931.0,87,97636.58,64159,VIP
12932.0,8,1698.56,1609,Regular
12933.0,14,6557.44,2009,VIP
12934.0,1,181.65,31,One-Time
12935.0,16,4267.47,3213,VIP
12936.0,4,1063.9,559,Regular
12937.0,9,3097.61,1983,Regular
12938.0,1,114.14,140,One-Time
12939.0,20,25264.8,10328,VIP
12940.0,2,899.69,404,Occasional
12941.0,1,377.49,381,One-Time
12942.0,3,675.6,198,Occasional
12943.0,2,496.5,222,Occasional
12944.0,2,604.51,289,Occasional
12945.0,2,900.11,446,Occasional
12946.0,1,324.45,149,One-Time
12947.0,6,1603.99,1165,Regular
12948.0,10,2318.53,1305,Regular
12949.0,23,15527.95,8234,VIP
12950.0,3,1843.0,1380,Occasional
12951.0,17,3315.6200000000003,1714,VIP
12952.0,4,1387.79,653,Regular
12953.0,2,828.8100000000001,364,Occasional
12954.0,1,162.45,83,One-Time
12955.0,12,11394.75,5412,VIP
12956.0,4,521.89,340,Regular
12957.0,14,8725.12,4691,VIP
12958.0,2,467.34,118,Occasional
12959.0,3,162.67,113,Occasional
12960.0,4,1322.0700000000002,1379,Regular
12961.0,1,211.99,180,One-Time
12962.0,2,266.39,129,Occasional
12963.0,13,8744.31,2321,VIP
12964.0,1,132.24,56,One-Time
12965.0,1,769.8100000000001,282,One-Time
12966.0,1,160.18,75,One-Time
12967.0,3,2938.52,912,Occasional
12968.0,1,135.95,73,One-Time
12969.0,1,122.45,55,One-Time
12970.0,11,1656.06,1095,VIP
12971.0,123,25225.21,17216,VIP
12972.0,4,1161.2,844,Regular
12973.0,1,385.55,31,One-Time
12974.0,2,408.95,104,Occasional
12975.0,6,2100.09,911,Regular
12976.0,13,3896.77,2784,VIP
12977.0,5,515.32,152,Regular
12978.0,5,2502.82,1394,Regular
12979.0,2,531.2,522,Occasional
12980.0,21,16245.78,1910,VIP
12981.0,2,372.21999999999997,242,Occasional
12982.0,8,2744.81,1729,Regular
12983.0,1,490.08,638,One-Time
12984.0,1,97.5,26,One-Time
12985.0,2,1239.38,1533,Occasional
12986.0,10,2729.84,1164,Regular
12987.0,5,1312.21,585,Regular
12988.0,1,505.82,126,One-Time
12989.0,38,17572.56,7710,VIP
12990.0,7,955.5,480,Regular
12991.0,3,764.82,483,Occasional
12992.0,1,93.35,21,One-Time
12993.0,8,1259.63,751,Regular
12994.0,3,974.42,459,Occasional
12995.0,1,211.32,108,One-Time
12996.0,1,355.5,122,One-Time
12997.0,10,2823.65,1291,Regular
12998.0,3,920.08,1124,Occasional
12999.0,3,455.88,342,Occasional
13000.0,5,7374.98,1853,Regular
13001.0,35,26534.600000000002,14395,VIP
13002.0,3,414.13,201,Occasional
13003.0,3,149.05,103,Occasional
13004.0,41,14810.46,9520,VIP
13005.0,4,999.68,462,Regular
13006.0,1,81.57,55,One-Time
13007.0,1,175.25,59,One-Time
13008.0,3,612.13,379,Occasional
13009.0,1,234.0,120,One-Time
13010.0,2,330.12,323,Occasional
13011.0,1,50.550000000000004,13,One-Time
13012.0,11,2957.83,1559,VIP
13013.0,29,11097.43,5661,VIP
13014.0,11,5381.08,1979,VIP
13015.0,11,6579.78,3527,VIP
13016.0,3,789.89,527,Occasional
13017.0,1,204.0,48,One-Time
13018.0,38,13297.41,7681,VIP
13019.0,6,1229.95,397,Regular
13020.0,2,618.96,278,Occasional
13021.0,18,4907.45,2559,VIP
13022.0,1,65.3,35,One-Time
13023.0,3,1449.03,585,Occasional
13024.0,5,1095.21,260,Regular
13025.0,1,323.39,241,One-Time
13026.0,9,1733.08,2466,Regular
13027.0,20,17284.3,42864,VIP
13028.0,2,661.3199999999999,798,Occasional
13029.0,6,1932.25,195,Regular
13030.0,2,752.44,348,Occasional
13031.0,6,3299.29,2310,Regular
13032.0,9,2815.96,1274,Regular
13033.0,2,220.55,98,Occasional
13034.0,3,756.82,406,Occasional
13035.0,3,1364.2,926,Occasional
13036.0,1,307.1,38,One-Time
13037.0,13,5375.03,2498,VIP
13038.0,4,5010.85,984,Regular
13039.0,6,1163.67,341,Regular
13040.0,2,676.99,355,Occasional
13041.0,4,799.13,335,Regular
13042.0,4,1688.14,818,Regular
13043.0,1,516.42,254,One-Time
13044.0,11,4848.05,2548,VIP
13045.0,3,808.9200000000001,405,Occasional
13046.0,3,949.25,505,Occasional
13047.0,27,8459.88,3337,VIP
13048.0,10,4072.1800000000003,2668,Regular
13049.0,4,1408.24,620,Regular
13050.0,36,12341.72,7016,VIP
13051.0,2,155.8,72,Occasional
13052.0,8,3135.83,1426,Regular
13053.0,1,127.65,47,One-Time
13055.0,4,2321.11,1821,Regular
13056.0,1,209.48,158,One-Time
13057.0,3,709.59,456,Occasional
13058.0,3,271.40000000000003,52,Occasional
13059.0,10,2291.77,860,Regular
13060.0,1,307.53000000000003,123,One-Time
13061.0,1,248.61,107,One-Time
13062.0,1,346.98,343,One-Time
13063.0,2,1744.78,419,Occasional
13064.0,6,1666.84,668,Regular
13065.0,6,1217.0800000000002,442,Regular
13066.0,2,470.8,322,Occasional
13067.0,3,508.51,131,Occasional
13068.0,2,344.0,200,Occasional
13069.0,41,14246.59,16217,VIP
13070.0,4,751.7,372,Regular
13071.0,1,129.22,30,One-Time
13072.0,1,177.15,69,One-Time
13073.0,11,2783.48,586,VIP
13074.0,5,2772.56,1079,Regular
13075.0,1,919.61,485,One-Time
13076.0,1,135.4,44,One-Time
13077.0,14,6091.39,3449,VIP
13078.0,58,33642.590000000004,13108,VIP
13079.0,6,419.18,158,Regular
13080.0,4,280.73,193,Regular
13081.0,31,57282.770000000004,40683,VIP
13082.0,23,9331.36,8876,VIP
13083.0,3,395.43,307,Occasional
13084.0,1,122.39999999999999,144,One-Time
13085.0,8,2433.28,944,Regular
13086.0,1,439.33000000000004,155,One-Time
13087.0,1,313.64,86,One-Time
13088.0,1,236.11,76,One-Time
13089.0,216,123130.39,62101,VIP
